Name,CLs,CDs,CMs,Xtr_Top,Xtr_Bot,CLmax,Score,Failure_Reason
giiib.dat,"[0.1, 0.3]","[array([0.0046599 , 0.00555449])]","[array([0.00980264, 0.01194533])]","[array([0.62361018, 0.44392432])]","[array([0.88881179, 0.94579272])]",1.0168279966728,-12.27641603853287,None
goe676.dat,"[0.1, 0.3]","[array([0.00532091, 0.0053075 ])]","[array([-0.02461861, -0.01966255])]","[array([0.64100053, 0.53829218])]","[array([0.68942023, 0.94502781])]",1.244997078157481,-12.285814615145512,None
naca2411.dat,"[0.1, 0.3]","[array([0.00627184, 0.00526132])]","[array([-0.06581914, -0.06140833])]","[array([0.7453742 , 0.64317737])]","[array([0.24293056, 0.62454397])]",1.3142225183123364,-12.288671772139383,None
m12.dat,"[0.1, 0.3]","[array([0.00533392, 0.00534594])]","[array([-0.02475313, -0.02020291])]","[array([0.65344733, 0.54709113])]","[array([0.68153286, 0.95564937])]",1.2677642320268607,-12.288705812295364,None
e228.dat,"[0.1, 0.3]","[array([0.00477407, 0.00548853])]","[array([0.0143346 , 0.01191828])]","[array([0.5607815 , 0.39689598])]","[array([0.83803048, 0.96493351])]",0.9503756573919246,-12.289258543071536,None
goe515.dat,"[0.1, 0.3]","[array([0.00635823, 0.00593157])]","[array([-0.06419178, -0.06237367])]","[array([0.7922884 , 0.73693356])]","[array([0.14206742, 0.23270081])]",1.2469720683395125,-12.305070606183092,None
mh70.dat,"[0.1, 0.3]","[array([0.00665399, 0.00538382])]","[array([-0.05169447, -0.05036777])]","[array([0.65032459, 0.5824587 ])]","[array([0.21339649, 0.63181911])]",1.430643942872529,-12.311608455579826,None
naca1412.dat,"[0.1, 0.3]","[array([0.0053305 , 0.00546724])]","[array([-0.02630447, -0.02388549])]","[array([0.66085669, 0.50827022])]","[array([0.61494354, 0.85402669])]",1.2766200744605178,-12.316920931322262,None
df101.dat,"[0.1, 0.3]","[array([0.00602722, 0.00531043])]","[array([-0.05236938, -0.04925651])]","[array([0.72716838, 0.62141878])]","[array([0.33343245, 0.62208792])]",1.2445342622705045,-12.340686526973192,None
lg10sc.dat,"[0.1, 0.3]","[array([0.00493767, 0.00631427])]","[array([-0.00484968, -0.00283786])]","[array([0.57033754, 0.2862331 ])]","[array([0.86627541, 0.9662507 ])]",1.3174346190701895,-12.342426113226317,None
hobie.dat,"[0.1, 0.3]","[array([0.00713677, 0.00612986])]","[array([-0.1058366 , -0.10502624])]","[array([0.78827641, 0.71688054])]","[array([0.02497072, 0.15663392])]",1.4088029783947993,-12.354817531707795,None
mh201.dat,"[0.1, 0.3]","[array([0.00631797, 0.00503679])]","[array([-0.10653311, -0.10768635])]","[array([0.80241601, 0.75934501])]","[array([0.25798426, 0.66832144])]",1.398137037467503,-12.360854155885743,None
e360.dat,"[0.1, 0.3]","[array([0.00519802, 0.00542238])]","[array([-0.00517715, -0.00453863])]","[array([0.58563325, 0.5263904 ])]","[array([0.79702396, 0.83881437])]",1.2321455904277345,-12.420342643743178,None
m5.dat,"[0.1, 0.3]","[array([0.00571104, 0.00564307])]","[array([0.00837897, 0.00445631])]","[array([0.58403303, 0.50815701])]","[array([0.69429057, 0.99999782])]",1.049720019011509,-12.4725518975293,None
ncambre.dat,"[0.1, 0.3]","[array([0.00529418, 0.00579143])]","[array([-0.00712817, -0.00378462])]","[array([0.56484031, 0.40427761])]","[array([0.71474687, 0.93490689])]",1.3204184816684774,-12.525729554254296,None
p51htip.dat,"[0.1, 0.3]","[array([0.00498864, 0.00503028])]","[array([-0.03020693, -0.03212378])]","[array([0.75831192, 0.74478033])]","[array([0.79515995, 0.81600028])]",0.922782566553721,-12.532424137498168,None
naca641112.dat,"[0.1, 0.3]","[array([0.00525497, 0.00532685])]","[array([-0.02090917, -0.02243094])]","[array([0.65610049, 0.58645628])]","[array([0.66002983, 0.70525166])]",1.061502194676146,-12.536146051067076,None
sc20414.dat,"[0.1, 0.3]","[array([0.00557148, 0.00583569])]","[array([-0.08879861, -0.09089855])]","[array([0.8236166 , 0.71872726])]","[array([0.59196495, 0.64200488])]",1.4731519742502142,-12.552891957387835,None
n0009sm.dat,"[0.1, 0.3]","[array([0.00452788, 0.00597996])]","[array([0.0048746, 0.0006414])]","[array([0.59309369, 0.31070872])]","[array([0.89558537, 0.97472965])]",0.9115049424274003,-12.554844387960884,None
raf27.dat,"[0.1, 0.3]","[array([0.00457365, 0.00564315])]","[array([0.00281062, 0.00442318])]","[array([0.63457676, 0.37673198])]","[array([0.80042968, 0.94959849])]",0.8656267515631116,-12.569475022238333,None
hq010.dat,"[0.1, 0.3]","[array([0.00474062, 0.00556935])]","[array([-9.87688956e-05,  4.21035498e-04])]","[array([0.66180994, 0.43622766])]","[array([0.73750055, 0.78889843])]",0.8578251919182407,-12.571458441779892,None
kc135d.dat,"[0.1, 0.3]","[array([0.00696274, 0.00445139])]","[array([-0.03728807, -0.03472054])]","[array([0.74751264, 0.70496231])]","[array([0.02464924, 0.84411863])]",0.9704588593163067,-12.585720112636249,None
fx77080.dat,"[0.1, 0.3]","[array([0.00464241, 0.00623237])]","[array([0.00308172, 0.00287591])]","[array([0.54576148, 0.21936072])]","[array([0.91072853, 0.98370132])]",0.9410551287126014,-12.594730015544997,None
naca661212.dat,"[0.1, 0.3]","[array([0.00498276, 0.00504652])]","[array([-0.04165017, -0.04352492])]","[array([0.77936014, 0.76138385])]","[array([0.77105032, 0.78852106])]",0.8967881845225519,-12.618885184967311,None
ls413mod.dat,"[0.1, 0.3]","[array([0.00655775, 0.00547073])]","[array([-0.09493893, -0.10033728])]","[array([0.77520352, 0.72340398])]","[array([0.26960288, 0.64221038])]",1.526850166352606,-12.633475899052971,None
e853.dat,"[0.1, 0.3]","[array([0.00597689, 0.00558945])]","[array([-0.11632912, -0.11719253])]","[array([0.75682541, 0.71652569])]","[array([0.28723809, 0.51109839])]",1.2071802541711938,-12.636958644076834,None
rae103.dat,"[0.1, 0.3]","[array([0.00467063, 0.00532595])]","[array([-0.00022494,  0.00013306])]","[array([0.68914321, 0.51565495])]","[array([0.74642582, 0.8118677 ])]",0.7560156829254041,-12.645521826190397,None
raf31.dat,"[0.1, 0.3]","[array([0.00568145, 0.0053657 ])]","[array([-0.06308745, -0.06119403])]","[array([0.7420088 , 0.68405759])]","[array([0.45135981, 0.61633938])]",1.2472012998875406,-12.65531293829519,None
s9037.dat,"[0.1, 0.3]","[array([0.00726747, 0.00574754])]","[array([-0.07912696, -0.07936505])]","[array([0.7737142 , 0.70094764])]","[array([0.01370524, 0.28616131])]",1.3753108058762484,-12.656854087263255,None
supermarine371i.dat,"[0.1, 0.3]","[array([0.00518551, 0.00520386])]","[array([-0.02029113, -0.02115067])]","[array([0.72031465, 0.69470644])]","[array([0.74618386, 0.77366235])]",1.1159322865309889,-12.674929749923432,None
ames03.dat,"[0.1, 0.3]","[array([0.00489591, 0.00680553])]","[array([0.00679588, 0.00449358])]","[array([0.7239565 , 0.27188379])]","[array([0.86210299, 0.94665199])]",1.3098601933765308,-12.679177013948483,None
eh0009.dat,"[0.1, 0.3]","[array([0.004586  , 0.00562598])]","[array([0.00130209, 0.00448885])]","[array([0.61542006, 0.34173022])]","[array([0.78077225, 0.94403733])]",0.7510700965425258,-12.68445234301268,None
naca651212a06.dat,"[0.1, 0.3]","[array([0.00514768, 0.00513596])]","[array([-0.03308735, -0.03497757])]","[array([0.69651748, 0.67329717])]","[array([0.67583113, 0.72518698])]",0.9462097450631819,-12.686560422865826,None
s9032.dat,"[0.1, 0.3]","[array([0.00517466, 0.00601264])]","[array([0.00182147, 0.00415368])]","[array([0.49244824, 0.26028483])]","[array([0.71364803, 0.96548167])]",1.047078564735234,-12.704365741649262,None
s3002.dat,"[0.1, 0.3]","[array([0.00725848, 0.00575284])]","[array([-0.08430764, -0.08557342])]","[array([0.78025422, 0.72123131])]","[array([0.0222159 , 0.28700143])]",1.4412591995784174,-12.710639132041251,None
fx60157.dat,"[0.1, 0.3]","[array([0.00563557, 0.00513754])]","[array([-0.12829908, -0.13132144])]","[array([0.86311748, 0.83146485])]","[array([0.46698892, 0.66075331])]",1.405062450004438,-12.720339939462683,None
ea61009.dat,"[0.1, 0.3]","[array([0.00451009, 0.00642202])]","[array([-0.00017799,  0.00034656])]","[array([0.67187653, 0.23531188])]","[array([0.77534892, 0.81588922])]",0.9425231290652523,-12.72759743143686,None
e66.dat,"[0.1, 0.3]","[array([0.00734947, 0.00585644])]","[array([-0.14670252, -0.14720107])]","[array([0.9139026 , 0.86327443])]","[array([0.02360854, 0.20013726])]",1.454516528060638,-12.737323461722774,None
waspsm.dat,"[0.1, 0.3]","[array([0.00672106, 0.0059139 ])]","[array([-0.06828172, -0.06616252])]","[array([0.73975832, 0.60225101])]","[array([0.08229266, 0.45463941])]",1.335860651123168,-12.738003863340483,None
e817.dat,"[0.1, 0.3]","[array([0.00556657, 0.00530155])]","[array([-0.13367737, -0.13439669])]","[array([0.87118654, 0.86215401])]","[array([0.37346693, 0.45290563])]",0.909512566021932,-12.754145625969475,None
e176.dat,"[0.1, 0.3]","[array([0.00735081, 0.00513132])]","[array([-0.05992875, -0.05820676])]","[array([0.63737292, 0.59923236])]","[array([0.05036934, 0.72112776])]",1.2217297874412962,-12.75426090303818,None
bqm34.dat,"[0.1, 0.3]","[array([0.00475662, 0.0059893 ])]","[array([0.00096642, 0.0054032 ])]","[array([0.62194   , 0.30177243])]","[array([0.74762504, 0.89396382])]",0.9977194656297088,-12.758260531494185,None
sc20714.dat,"[0.1, 0.3]","[array([0.0066284 , 0.00557632])]","[array([-0.13878032, -0.14742947])]","[array([0.93719234, 0.9187877 ])]","[array([0.35527981, 0.58414897])]",1.5465209407719394,-12.771092095647198,None
naca0010.dat,"[0.1, 0.3]","[array([0.00480207, 0.00602006])]","[array([0.00129392, 0.00432214])]","[array([0.59230689, 0.30941751])]","[array([0.8094538, 0.9605544])]",1.0566932889468323,-12.777357963705217,None
naca2412.dat,"[0.1, 0.3]","[array([0.00604025, 0.00540396])]","[array([-0.05245382, -0.05134897])]","[array([0.71381832, 0.59724413])]","[array([0.36585531, 0.69856703])]",1.323412715712221,-12.789006355285093,None
e407.dat,"[0.1, 0.3]","[array([0.00632033, 0.00519896])]","[array([-0.16228232, -0.16708227])]","[array([0.89667719, 0.88517004])]","[array([0.24758458, 0.54917973])]",1.3968999880420452,-12.793413396613724,None
s9026.dat,"[0.1, 0.3]","[array([0.0051153 , 0.00604708])]","[array([0.0015458 , 0.00555154])]","[array([0.51648685, 0.27219238])]","[array([0.72484728, 0.94282397])]",1.073614020021602,-12.803780816435655,None
hq3012.dat,"[0.1, 0.3]","[array([0.00679351, 0.00530377])]","[array([-0.08979132, -0.08931215])]","[array([0.76103658, 0.71376422])]","[array([0.13286397, 0.5873461 ])]",1.3849905183969884,-12.806705103570945,None
lwk80120k25.dat,"[0.1, 0.3]","[array([0.00502475, 0.00537807])]","[array([-0.00063605, -0.00172013])]","[array([0.73990313, 0.61028161])]","[array([0.76731194, 0.78755762])]",1.025506996964487,-12.81863993009603,None
b707d.dat,"[0.1, 0.3]","[array([0.00695696, 0.00449122])]","[array([-0.03836709, -0.03629527])]","[array([0.7401786 , 0.69945283])]","[array([0.02708812, 0.83214632])]",0.9328367241626558,-12.81914080622812,None
goe546.dat,"[0.1, 0.3]","[array([0.00706349, 0.00578009])]","[array([-0.10211979, -0.10148827])]","[array([0.80620591, 0.74842013])]","[array([0.05176252, 0.30037031])]",1.4158601277774172,-12.82938718383366,None
rc12b3.dat,"[0.1, 0.3]","[array([0.00482052, 0.00591288])]","[array([ 0.00116366, -0.0058253 ])]","[array([0.70905798, 0.63500129])]","[array([0.95986524, 0.9652558 ])]",1.188396945353423,-12.845671566755216,None
fx63100.dat,"[0.1, 0.3]","[array([0.00762416, 0.00665668])]","[array([-0.1551193 , -0.15662206])]","[array([0.86073746, 0.78978814])]","[array([0.00959425, 0.042854  ])]",1.6352396514916332,-12.863992731688622,None
ls413.dat,"[0.1, 0.3]","[array([0.00676466, 0.00545367])]","[array([-0.108077  , -0.11400346])]","[array([0.81939044, 0.79149865])]","[array([0.23969565, 0.63433687])]",1.5191801968236023,-12.868118801505883,None
amsoil2.dat,"[0.1, 0.3]","[array([0.00536427, 0.00597657])]","[array([-0.03075684, -0.03241972])]","[array([0.72268356, 0.52934992])]","[array([0.66497039, 0.77216646])]",1.29403489293323,-12.877471234257088,None
rae101.dat,"[0.1, 0.3]","[array([0.00506258, 0.0054605 ])]","[array([0.0008488 , 0.00424963])]","[array([0.57516486, 0.40903717])]","[array([0.70671553, 0.89405309])]",0.8694174671584977,-12.879646977883986,None
npl9627.dat,"[0.1, 0.3]","[array([0.00549597, 0.00563512])]","[array([-0.01119667, -0.0077976 ])]","[array([0.5672022 , 0.44357431])]","[array([0.66884368, 0.91735904])]",1.3045740618827661,-12.904469934605915,None
fx38153.dat,"[0.1, 0.3]","[array([0.00516738, 0.00513057])]","[array([-0.10953016, -0.11282955])]","[array([0.89670954, 0.88801282])]","[array([0.70342657, 0.76351352])]",1.2569248789417566,-12.905375158533342,None
e485.dat,"[0.1, 0.3]","[array([0.00499162, 0.00552585])]","[array([-0.01026126, -0.00956729])]","[array([0.62078823, 0.5111187 ])]","[array([0.78777383, 0.83616475])]",1.1374786432590793,-12.907230674131217,None
b707e.dat,"[0.1, 0.3]","[array([0.00707375, 0.0045278 ])]","[array([-0.04140109, -0.0379035 ])]","[array([0.7360911, 0.6987576])]","[array([0.02576651, 0.83220979])]",0.9647682707631413,-12.920597725246655,None
l188root.dat,"[0.1, 0.3]","[array([0.00554991, 0.00539312])]","[array([-0.06043552, -0.06176711])]","[array([0.75058771, 0.71343954])]","[array([0.58730015, 0.68793024])]",1.337677405881461,-12.944119741150443,None
fx79l100.dat,"[0.1, 0.3]","[array([0.00529015, 0.00566367])]","[array([-0.00023876, -0.00109155])]","[array([0.58531236, 0.44245872])]","[array([0.67304105, 0.73639847])]",0.952224592867483,-12.957146660956523,None
kc135c.dat,"[0.1, 0.3]","[array([0.0064498 , 0.00487244])]","[array([-0.02656122, -0.024804  ])]","[array([0.71340711, 0.66770077])]","[array([0.23603892, 0.7512467 ])]",1.0415295173856225,-12.996006690272736,None
rae100.dat,"[0.1, 0.3]","[array([0.00531322, 0.00597315])]","[array([0.0013121 , 0.00557776])]","[array([0.51105589, 0.29908105])]","[array([0.68874461, 0.92210821])]",1.1033489372581455,-13.003850291907016,None
fx76100.dat,"[0.1, 0.3]","[array([0.00499684, 0.00612916])]","[array([0.00146021, 0.00555284])]","[array([0.53509126, 0.28973872])]","[array([0.79611809, 0.9504964 ])]",1.113580061120686,-13.030164402030351,None
raf34.dat,"[0.1, 0.3]","[array([0.00511663, 0.00548733])]","[array([ 0.00132141, -0.00202605])]","[array([0.54508459, 0.49291789])]","[array([0.83004408, 0.95571126])]",1.1476578997211413,-13.04255585670536,None
ah81131.dat,"[0.1, 0.3]","[array([0.00516899, 0.00558837])]","[array([ 0.00659672, -0.00508464])]","[array([0.67440346, 0.66516045])]","[array([0.94750208, 0.97903923])]",1.1160732403700635,-13.051236362435075,None
rae5215.dat,"[0.1, 0.3]","[array([0.00508265, 0.00701745])]","[array([-0.05913528, -0.05921752])]","[array([0.81075665, 0.3184248 ])]","[array([0.58365428, 0.63896346])]",1.2271470029120655,-13.056298306326562,None
l188tip.dat,"[0.1, 0.3]","[array([0.00692856, 0.00507246])]","[array([-0.08188521, -0.08193388])]","[array([0.8173656 , 0.77710049])]","[array([0.13370771, 0.65251074])]",1.3697159557915024,-13.057783875729275,None
rg15a213.dat,"[0.1, 0.3]","[array([0.00614107, 0.00547038])]","[array([-0.08370689, -0.08125475])]","[array([0.73987842, 0.64454108])]","[array([0.32182994, 0.64469732])]",1.3564957419703223,-13.087631644622789,None
bw050209.dat,"[0.1, 0.3]","[array([0.00540369, 0.00589884])]","[array([0.01294844, 0.00581727])]","[array([0.50370754, 0.46791515])]","[array([0.9736178 , 0.99678743])]",0.9716613837381618,-13.140051911741846,None
sd8020.dat,"[0.1, 0.3]","[array([0.00494471, 0.00599752])]","[array([0.00298204, 0.00592761])]","[array([0.56185452, 0.31192467])]","[array([0.76154145, 0.95040783])]",1.015310065890222,-13.146367243011747,None
raf32md.dat,"[0.1, 0.3]","[array([0.00715727, 0.00592806])]","[array([-0.12377362, -0.12304658])]","[array([0.82568561, 0.7748039 ])]","[array([0.04593053, 0.26529346])]",1.3836704992113138,-13.16633616154371,None
n12.dat,"[0.1, 0.3]","[array([0.00472808, 0.00586757])]","[array([0.00463494, 0.00587338])]","[array([0.60066377, 0.37180569])]","[array([0.85339954, 0.9376015 ])]",0.9556453706149313,-13.176931862690186,None
s3.dat,"[0.1, 0.3]","[array([0.00562767, 0.00622679])]","[array([-0.00403268, -0.00161455])]","[array([0.47385933, 0.30061764])]","[array([0.68080021, 0.82179546])]",1.3271374253420807,-13.18170566156209,None
sd7032.dat,"[0.1, 0.3]","[array([0.00758194, 0.00597676])]","[array([-0.09372488, -0.09440574])]","[array([0.78494424, 0.70366251])]","[array([0.00196953, 0.21207941])]",1.4886097073654936,-13.185529118626938,None
ah80136.dat,"[0.1, 0.3]","[array([0.00550515, 0.00553464])]","[array([0.01033128, 0.00876727])]","[array([0.52582962, 0.50815355])]","[array([0.81419222, 0.98124429])]",1.206219799528255,-13.195263934272567,None
c5e.dat,"[0.1, 0.3]","[array([0.00701835, 0.005434  ])]","[array([-0.04346477, -0.0441758 ])]","[array([0.71867661, 0.62832985])]","[array([0.09133035, 0.66354475])]",1.3576326026109038,-13.219204185571165,None
n64012.dat,"[0.1, 0.3]","[array([0.00524869, 0.00538621])]","[array([-0.00075065, -0.00266088])]","[array([0.62608406, 0.55076376])]","[array([0.6821222 , 0.72349227])]",0.9544670098134258,-13.235475744200663,None
mh122.dat,"[0.1, 0.3]","[array([0.00776184, 0.00505502])]","[array([-0.13884824, -0.13950262])]","[array([0.88528535, 0.8584924 ])]","[array([0.00254929, 0.4590892 ])]",1.1679312883194501,-13.245155232823551,None
e186.dat,"[0.1, 0.3]","[array([0.00541158, 0.00590665])]","[array([0.03013216, 0.02164264])]","[array([0.49753998, 0.46528527])]","[array([0.98694584, 0.99999728])]",1.0120095957113084,-13.251925977831846,None
n63012a.dat,"[0.1, 0.3]","[array([0.00509712, 0.00539277])]","[array([-0.00030536, -0.00085672])]","[array([0.64536312, 0.53802901])]","[array([0.7138758 , 0.76537671])]",0.9595158373232008,-13.25848824387649,None
sc2110.dat,"[0.1, 0.3]","[array([0.00627661, 0.00643784])]","[array([-0.01041831, -0.01124065])]","[array([0.71441513, 0.27979633])]","[array([0.30567128, 0.89924081])]",1.4720600978079799,-13.274196467496187,None
goe677.dat,"[0.1, 0.3]","[array([0.00542953, 0.00565658])]","[array([-0.00584817, -0.00050803])]","[array([0.58300333, 0.5193795 ])]","[array([0.80668768, 0.96062057])]",1.2033509217114096,-13.290818937157997,None
hq3013.dat,"[0.1, 0.3]","[array([0.00660801, 0.00551298])]","[array([-0.08999784, -0.08926108])]","[array([0.74433269, 0.69936453])]","[array([0.20569185, 0.56841609])]",1.4029783894341983,-13.29099151192265,None
goe602.dat,"[0.1, 0.3]","[array([0.00720113, 0.00561865])]","[array([-0.09931745, -0.09635693])]","[array([0.8450497, 0.7472135])]","[array([0.02166757, 0.32558689])]",1.2720161744815681,-13.333383727821207,None
n64012a.dat,"[0.1, 0.3]","[array([0.00506994, 0.00533425])]","[array([-0.00036587, -0.00119303])]","[array([0.65811422, 0.56571096])]","[array([0.71736821, 0.76323979])]",0.9096609853806024,-13.336352010690192,None
prandtl-d-wingtip.dat,"[0.1, 0.3]","[array([0.00498179, 0.00591582])]","[array([0.00893121, 0.00640345])]","[array([0.52512065, 0.31725021])]","[array([0.78870012, 0.9660557 ])]",0.9106943040373462,-13.33776017841758,None
e205.dat,"[0.1, 0.3]","[array([0.00699792, 0.00513106])]","[array([-0.04750587, -0.04402728])]","[array([0.57966147, 0.53464293])]","[array([0.21787522, 0.93393352])]",1.223275131514718,-13.34052679336724,None
usa51.dat,"[0.1, 0.3]","[array([0.00723626, 0.00507114])]","[array([-0.04902359, -0.04154421])]","[array([0.69281978, 0.51961213])]","[array([0.03429805, 0.92864326])]",1.1711546795788492,-13.346419718449631,None
lwk79100.dat,"[0.1, 0.3]","[array([0.00557387, 0.0061232 ])]","[array([0.00017503, 0.00063373])]","[array([0.54585128, 0.3663637 ])]","[array([0.61752099, 0.68382503])]",1.0638182042734754,-13.355091434039853,None
e67.dat,"[0.1, 0.3]","[array([0.00681863, 0.00581595])]","[array([-0.13216662, -0.13163282])]","[array([0.8566349 , 0.79886336])]","[array([0.09800238, 0.31557578])]",1.3652617768690756,-13.365050672019521,None
nacam2.dat,"[0.1, 0.3]","[array([0.00429049, 0.00653051])]","[array([0.00274476, 0.00130277])]","[array([0.67489982, 0.19213993])]","[array([0.94373791, 0.9871187 ])]",0.7616456880352086,-13.40126800278346,None
rcsc2.dat,"[0.1, 0.3]","[array([0.00427248, 0.00714909])]","[array([-0.02279079, -0.01077873])]","[array([0.85161883, 0.17429387])]","[array([0.79137786, 0.96043194])]",1.1390923367765766,-13.435217300857826,None
ames01.dat,"[0.1, 0.3]","[array([0.00518521, 0.00670102])]","[array([0.00591003, 0.00128234])]","[array([0.54578343, 0.28701059])]","[array([0.9084776 , 0.99952832])]",1.3010439012413058,-13.466439514683767,None
mh80.dat,"[0.1, 0.3]","[array([0.00624484, 0.00608889])]","[array([0.01644146, 0.02125234])]","[array([0.3424121 , 0.30385532])]","[array([0.67401186, 0.95119313])]",1.5249648525353963,-13.473874881421882,None
eh2012.dat,"[0.1, 0.3]","[array([0.00534453, 0.00571447])]","[array([0.00382349, 0.00640524])]","[array([0.47238726, 0.41229534])]","[array([0.81103804, 0.9177524 ])]",1.1408025688627215,-13.481960718238692,None
goe416a.dat,"[0.1, 0.3]","[array([0.00579019, 0.00633445])]","[array([-0.04098012, -0.04216475])]","[array([0.67307173, 0.53982567])]","[array([0.50459697, 0.52670937])]",1.221927979149409,-13.48460240603838,None
goe600.dat,"[0.1, 0.3]","[array([0.00584719, 0.00562878])]","[array([-0.04506015, -0.04685553])]","[array([0.70327139, 0.6519178 ])]","[array([0.53983006, 0.66014639])]",1.279174677725429,-13.486655027692095,None
defcnd3.dat,"[0.1, 0.3]","[array([0.00643471, 0.00575276])]","[array([-0.04485357, -0.03936818])]","[array([0.58618669, 0.46636489])]","[array([0.35818777, 0.71042902])]",1.3542603785067098,-13.489205314488924,None
s4158.dat,"[0.1, 0.3]","[array([0.00741284, 0.00523226])]","[array([-0.06946061, -0.06846693])]","[array([0.75633623, 0.7412561 ])]","[array([0.05181387, 0.5992771 ])]",1.3137100083187583,-13.496538712071178,None
marske7.dat,"[0.1, 0.3]","[array([0.00563443, 0.00602674])]","[array([0.01961871, 0.01248659])]","[array([0.65017428, 0.63796651])]","[array([0.95955816, 0.98968084])]",1.2050691544244807,-13.497845778198268,None
m6.dat,"[0.1, 0.3]","[array([0.00529102, 0.00591859])]","[array([0.00499542, 0.00522149])]","[array([0.55886381, 0.49423452])]","[array([0.91508178, 0.97222456])]",1.2094850689652756,-13.538042288251924,None
e417.dat,"[0.1, 0.3]","[array([0.00602734, 0.00551409])]","[array([-0.15048872, -0.15686143])]","[array([0.91637682, 0.91603612])]","[array([0.49282559, 0.56630441])]",1.2018582905299389,-13.579593451791375,None
hq3510.dat,"[0.1, 0.3]","[array([0.00774651, 0.00581458])]","[array([-0.10473289, -0.10575996])]","[array([0.81583918, 0.7691386 ])]","[array([0.00244463, 0.21509679])]",1.3908516416908303,-13.585645591193693,None
kc135b.dat,"[0.1, 0.3]","[array([0.00562625, 0.00552801])]","[array([-0.02041728, -0.02093365])]","[array([0.65361823, 0.61163553])]","[array([0.63623802, 0.69026119])]",1.130620956369889,-13.596116686373687,None
s8038.dat,"[0.1, 0.3]","[array([0.00550377, 0.00574335])]","[array([-0.02201085, -0.01975925])]","[array([0.61818897, 0.51788835])]","[array([0.65110482, 0.72215763])]",1.2252227070002017,-13.59859606792116,None
hq3512.dat,"[0.1, 0.3]","[array([0.00747813, 0.00539251])]","[array([-0.10376589, -0.10362802])]","[array([0.77550546, 0.72938603])]","[array([0.03506967, 0.54894288])]",1.4215088000594676,-13.612770455358868,None
s3024.dat,"[0.1, 0.3]","[array([0.00735793, 0.00565535])]","[array([-0.07392819, -0.07415262])]","[array([0.76769298, 0.72748722])]","[array([0.02646816, 0.34837034])]",1.2813811058114926,-13.625899875746203,None
goe496.dat,"[0.1, 0.3]","[array([0.00745005, 0.00667826])]","[array([-0.15156518, -0.14999997])]","[array([0.82494236, 0.75690092])]","[array([0.04738589, 0.08947123])]",1.5033239649360586,-13.630723770203934,None
goe602m.dat,"[0.1, 0.3]","[array([0.00757008, 0.00584267])]","[array([-0.11074884, -0.1079416 ])]","[array([0.86060699, 0.76715184])]","[array([0.01260558, 0.22135591])]",1.294737285880501,-13.631383211728966,None
npl9626.dat,"[0.1, 0.3]","[array([0.00551937, 0.00582967])]","[array([-0.00689188, -0.0043257 ])]","[array([0.513111  , 0.41461668])]","[array([0.72930962, 0.91574005])]",1.218271855752182,-13.64921533230365,None
fx601261.dat,"[0.1, 0.3]","[array([0.00766725, 0.00597892])]","[array([-0.12978367, -0.13171837])]","[array([0.76813755, 0.71493243])]","[array([0.05105579, 0.35451826])]",1.5900472428667674,-13.6498588041337,None
fx79l120.dat,"[0.1, 0.3]","[array([0.0057461, 0.0058683])]","[array([-0.0003212, -0.0014415])]","[array([0.5650657 , 0.48862046])]","[array([0.62474654, 0.68115574])]",1.1740795535339252,-13.666140511433806,None
nacam3.dat,"[0.1, 0.3]","[array([0.00494811, 0.00614469])]","[array([0.00052382, 0.00317915])]","[array([0.64093382, 0.36639015])]","[array([0.78835245, 0.91307225])]",1.1538920079848745,-13.666966858105908,None
m3.dat,"[0.1, 0.3]","[array([0.00494811, 0.00614469])]","[array([0.00052382, 0.00317915])]","[array([0.64093382, 0.36639015])]","[array([0.78835245, 0.91307225])]",1.1538920079848745,-13.666966858105908,None
hsnlf213.dat,"[0.1, 0.3]","[array([0.00569508, 0.00573014])]","[array([-0.00880303, -0.00974777])]","[array([0.69268272, 0.67465864])]","[array([0.76435204, 0.76874826])]",1.2165902626014657,-13.667303781849236,None
goe670.dat,"[0.1, 0.3]","[array([0.0068878 , 0.00632253])]","[array([-0.08634833, -0.08179828])]","[array([0.85173813, 0.76184937])]","[array([0.0685127 , 0.09792842])]",1.290657805977309,-13.670727483458792,None
goe358.dat,"[0.1, 0.3]","[array([0.00778806, 0.00691254])]","[array([-0.15398419, -0.15350771])]","[array([0.87182166, 0.75213203])]","[array([0.03415674, 0.07659642])]",1.5986348866962798,-13.67396671249002,None
j5012.dat,"[0.1, 0.3]","[array([0.00482514, 0.00600985])]","[array([0.00326748, 0.01078227])]","[array([0.63362799, 0.37100389])]","[array([0.78374667, 0.91106546])]",1.0749796220059948,-13.691756551903847,None
nacacyh.dat,"[0.1, 0.3]","[array([0.00709855, 0.00510935])]","[array([-0.03044242, -0.02446542])]","[array([0.62588317, 0.54944239])]","[array([0.22281437, 0.95452244])]",1.3592205293003594,-13.694389370224805,None
naca652415.dat,"[0.1, 0.3]","[array([0.00560891, 0.0057769 ])]","[array([-0.07950142, -0.08255078])]","[array([0.68946068, 0.66747471])]","[array([0.59523224, 0.65372745])]",1.3332327440975749,-13.695645304490194,None
fx83w108.dat,"[0.1, 0.3]","[array([0.00746129, 0.00612076])]","[array([-0.13656524, -0.13847478])]","[array([0.79328432, 0.76260629])]","[array([0.05179552, 0.26811497])]",1.4861380404639726,-13.696284692312815,None
