Name,CLs,CDs,CMs,Xtr_Top,Xtr_Bot,CLmax,Score,Failure_Reason
fx6617ai.dat,"[0.1, 0.3]","[array([0.00722358, 0.00743441])]","[array([-0.0843837 , -0.08751228])]","[array([0.50219975, 0.48922498])]","[array([0.50974052, 0.55388984])]",1.4594122898993345,-19.245275613227236,None
ah88k130.dat,"[0.1, 0.3]","[array([0.00894564, 0.00666334])]","[array([-0.12031213, -0.12482501])]","[array([0.77524803, 0.75876768])]","[array([0.0046781 , 0.22685856])]",1.1507112245864257,-19.248838222104794,None
goe309.dat,"[0.1, 0.3]","[array([0.00926433, 0.00779752])]","[array([-0.05293267, -0.05245622])]","[array([0.63785901, 0.57541976])]","[array([0.00930691, 0.03408024])]",1.2603052633011966,-19.25666884718916,None
e587.dat,"[0.1, 0.3]","[array([0.00911867, 0.00638056])]","[array([-0.14583748, -0.15126927])]","[array([0.73508155, 0.70672385])]","[array([0.02248642, 0.45230788])]",1.4749243456898702,-19.276244697115715,None
goe226.dat,"[0.1, 0.3]","[array([0.01000842, 0.00875254])]","[array([-0.20174535, -0.20446501])]","[array([0.75224644, 0.72070386])]","[array([0.03608147, 0.05103108])]",1.9466900327430603,-19.29471103914925,None
ls417mod.dat,"[0.1, 0.3]","[array([0.00738735, 0.00774699])]","[array([-0.08664598, -0.09182042])]","[array([0.51535581, 0.35247147])]","[array([0.41797289, 0.63511082])]",1.6233436290722176,-19.30793281866703,None
marske4.dat,"[0.1, 0.3]","[array([0.00881609, 0.00704923])]","[array([0.02409246, 0.03510731])]","[array([0.22996617, 0.19020431])]","[array([0.29645934, 0.96853349])]",1.2616695093295547,-19.314122205333813,None
goe502.dat,"[0.1, 0.3]","[array([0.0086667 , 0.00790044])]","[array([-0.16996338, -0.16864622])]","[array([0.72509416, 0.66756097])]","[array([0.06555079, 0.11495288])]",1.6658663476887459,-19.31821617897002,None
goe532.dat,"[0.1, 0.3]","[array([0.00885145, 0.00835996])]","[array([-0.10263096, -0.10096731])]","[array([0.58214552, 0.51252158])]","[array([0.02082404, 0.04179062])]",1.5457694361268073,-19.319677437754308,None
m15.dat,"[0.1, 0.3]","[array([0.00831577, 0.0078291 ])]","[array([-0.04809346, -0.04951979])]","[array([0.61396659, 0.57105869])]","[array([0.05520088, 0.10465385])]",1.3478361493794204,-19.326688709667874,None
e838.dat,"[0.1, 0.3]","[array([0.00641301, 0.00640645])]","[array([-0.00140948, -0.00415227])]","[array([0.60543449, 0.58088359])]","[array([0.62624235, 0.6450415 ])]",0.9372571588996917,-19.34167784674095,None
goe287.dat,"[0.1, 0.3]","[array([0.00950155, 0.00823338])]","[array([-0.06925664, -0.07070822])]","[array([0.5985795 , 0.56693569])]","[array([0.00401161, 0.01158777])]",1.3680123892086191,-19.408963645186425,None
goe528.dat,"[0.1, 0.3]","[array([0.00932016, 0.00845259])]","[array([-0.12459865, -0.12230033])]","[array([0.67646459, 0.60647732])]","[array([0.01127101, 0.02637414])]",1.6783300455362549,-19.44997785902204,None
goe703.dat,"[0.1, 0.3]","[array([0.0060925 , 0.00677866])]","[array([0.00877797, 0.01994807])]","[array([0.50753217, 0.46697928])]","[array([0.82329552, 0.89689191])]",1.2923871231088602,-19.45845033241322,None
n6h15.dat,"[0.1, 0.3]","[array([0.00903097, 0.00624184])]","[array([0.00389026, 0.01383043])]","[array([0.55110149, 0.53790571])]","[array([0.06700435, 0.8868529 ])]",1.3543105527124644,-19.499552512453853,None
mh112.dat,"[0.1, 0.3]","[array([0.00837929, 0.00866379])]","[array([-0.01772667, -0.01665103])]","[array([0.40025814, 0.33154316])]","[array([0.72922176, 0.86934594])]",1.3064778269767248,-19.51136795762283,None
e337.dat,"[0.1, 0.3]","[array([0.00893315, 0.00676902])]","[array([-0.00089994,  0.01581699])]","[array([0.43144211, 0.39114432])]","[array([0.07305338, 0.92675031])]",1.3431032900613553,-19.514270641764362,None
naca16015.dat,"[0.1, 0.3]","[array([0.00497592, 0.00872266])]","[array([0.00032431, 0.03852878])]","[array([0.85949559, 0.21349407])]","[array([0.8943944 , 0.91714938])]",1.053958684985226,-19.54559645827586,None
fx63137sm.dat,"[0.1, 0.3]","[array([0.00989773, 0.0085339 ])]","[array([-0.19721215, -0.20201212])]","[array([0.7804547 , 0.74887912])]","[array([0.01385185, 0.0152792 ])]",1.7685404792970996,-19.628235642441876,None
fx62k153.dat,"[0.1, 0.3]","[array([0.00926471, 0.0071166 ])]","[array([-0.15695128, -0.16691557])]","[array([0.78052298, 0.76378546])]","[array([0.0057035 , 0.18467687])]",1.4587366533233814,-19.629862388920408,None
stcyr234.dat,"[0.1, 0.3]","[array([0.00812355, 0.00770636])]","[array([-0.13434991, -0.13248311])]","[array([0.74385444, 0.7104585 ])]","[array([0.12451899, 0.14875036])]",1.5040494962529147,-19.63276972913769,None
s1046.dat,"[0.1, 0.3]","[array([0.0067414 , 0.00712293])]","[array([-8.25592183e-05, -1.84920917e-04])]","[array([0.46952224, 0.38743789])]","[array([0.53314043, 0.59193724])]",1.1019110396642866,-19.655640005787653,None
s1020.dat,"[0.1, 0.3]","[array([0.0089494 , 0.00756428])]","[array([-0.16325029, -0.16252394])]","[array([0.77607385, 0.73389006])]","[array([0.01719837, 0.10144625])]",1.5031912731434403,-19.662072011049922,None
goe418.dat,"[0.1, 0.3]","[array([0.00869254, 0.00830868])]","[array([-0.09971872, -0.0973712 ])]","[array([0.59223541, 0.54993428])]","[array([0.07520203, 0.08343945])]",1.496055193819999,-19.694101062481185,None
goe426.dat,"[0.1, 0.3]","[array([0.00894711, 0.00824542])]","[array([-0.09950825, -0.09942611])]","[array([0.58753827, 0.5478849 ])]","[array([0.0227708 , 0.04210039])]",1.569365703229675,-19.70278381029514,None
ls421.dat,"[0.1, 0.3]","[array([0.00678426, 0.00682123])]","[array([-0.10412308, -0.11043286])]","[array([0.72113511, 0.70582647])]","[array([0.54050164, 0.63017195])]",1.4086927696426927,-19.70694745900807,None
ah93w174.dat,"[0.1, 0.3]","[array([0.00838818, 0.00737629])]","[array([-0.08806195, -0.09031746])]","[array([0.52085129, 0.50330734])]","[array([0.21357756, 0.42595179])]",1.5747823081264944,-19.74320180282962,None
e433.dat,"[0.1, 0.3]","[array([0.00891521, 0.00742904])]","[array([-0.13179949, -0.13400324])]","[array([0.79374929, 0.76536578])]","[array([0.01378157, 0.09230901])]",1.3927158828783395,-19.7599623657908,None
goe746.dat,"[0.1, 0.3]","[array([0.0096198 , 0.00813529])]","[array([-0.00559199, -0.00363205])]","[array([0.46404759, 0.44342926])]","[array([0.00556682, 0.01467939])]",1.3771842003957653,-19.781488453187734,None
spicasm.dat,"[0.1, 0.3]","[array([0.00931247, 0.00829188])]","[array([-0.08578207, -0.0840778 ])]","[array([0.6044396 , 0.57005231])]","[array([0.01274481, 0.02713301])]",1.545805910491144,-19.78786636233086,None
fx73170.dat,"[0.1, 0.3]","[array([0.00932692, 0.00663726])]","[array([-0.13525976, -0.14361635])]","[array([0.70360408, 0.69342019])]","[array([0.02832252, 0.47843715])]",1.5054102557196294,-19.804364859777635,None
goe420.dat,"[0.1, 0.3]","[array([0.00768453, 0.00738036])]","[array([-0.11082905, -0.10986479])]","[array([0.6634362 , 0.60461494])]","[array([0.2248881 , 0.30650589])]",1.499929292581784,-19.81304152945906,None
goe646.dat,"[0.1, 0.3]","[array([0.0077051 , 0.00766165])]","[array([-0.1307401 , -0.12819601])]","[array([0.67640499, 0.60568886])]","[array([0.22377854, 0.27432879])]",1.525744211692568,-19.87766946071128,None
mh102.dat,"[0.1, 0.3]","[array([0.0078702 , 0.00770388])]","[array([-0.06022939, -0.05938878])]","[array([0.51326821, 0.47057517])]","[array([0.27312088, 0.33330683])]",1.4680695807722588,-19.914912182145944,None
e1230.dat,"[0.1, 0.3]","[array([0.00777297, 0.0074354 ])]","[array([-0.05939149, -0.05353016])]","[array([0.4638836, 0.4112246])]","[array([0.35708682, 0.60099349])]",1.52713571401831,-19.916104698073642,None
rhodesg34.dat,"[0.1, 0.3]","[array([0.00847331, 0.00850676])]","[array([-0.09358934, -0.0898248 ])]","[array([0.66516951, 0.50677194])]","[array([0.05451628, 0.07083229])]",1.6193550383015323,-19.918903121336886,None
usa45.dat,"[0.1, 0.3]","[array([0.00927226, 0.00704413])]","[array([-0.04773684, -0.04166764])]","[array([0.43157488, 0.37017377])]","[array([0.04543949, 0.62661764])]",1.5364495575971104,-19.922708898027036,None
e472.dat,"[0.1, 0.3]","[array([0.00854274, 0.0074088 ])]","[array([0.00170586, 0.00949608])]","[array([0.21903634, 0.18386391])]","[array([0.31168149, 0.76770117])]",1.2784194732119532,-19.92460801494256,None
e478.dat,"[0.1, 0.3]","[array([0.00729549, 0.00764542])]","[array([0.00048802, 0.00192747])]","[array([0.37015952, 0.30200926])]","[array([0.46304004, 0.54622492])]",1.2235020841669377,-19.96344068266153,None
raf33.dat,"[0.1, 0.3]","[array([0.00859579, 0.00817449])]","[array([-0.01447456, -0.01380993])]","[array([0.51894889, 0.48670979])]","[array([0.05391648, 0.08212782])]",1.442703336694307,-19.964932528953312,None
goe505.dat,"[0.1, 0.3]","[array([0.00894097, 0.00755658])]","[array([-0.12696224, -0.11949414])]","[array([0.78969828, 0.74930509])]","[array([0.02523071, 0.07036347])]",1.4791685687790923,-19.979044018045784,None
fx75193.dat,"[0.1, 0.3]","[array([0.0081432 , 0.00670628])]","[array([-0.13152775, -0.13877103])]","[array([0.72178008, 0.71434443])]","[array([0.25473087, 0.62131318])]",1.3848176327600379,-19.991664198559633,None
goe506.dat,"[0.1, 0.3]","[array([0.0091059, 0.0068985])]","[array([-0.12166587, -0.11308519])]","[array([0.78950088, 0.74696042])]","[array([0.01636076, 0.22580401])]",1.5143880987735299,-20.036663337446242,None
goe323.dat,"[0.1, 0.3]","[array([0.00979141, 0.00864858])]","[array([-0.05510989, -0.05470471])]","[array([0.53641939, 0.50922454])]","[array([0.01218795, 0.0172083 ])]",1.6433499348102427,-20.047769993088586,None
goe433.dat,"[0.1, 0.3]","[array([0.00849154, 0.00816062])]","[array([-0.1354904 , -0.13689157])]","[array([0.61660541, 0.57822524])]","[array([0.14010625, 0.17384487])]",1.6745203252644532,-20.076930915017634,None
hq300gd2.dat,"[0.1, 0.3]","[array([0.00929405, 0.00681979])]","[array([-0.09964672, -0.11113903])]","[array([0.64382918, 0.62134926])]","[array([0.03402392, 0.48023359])]",1.5219480490419828,-20.0981668356837,None
goe530.dat,"[0.1, 0.3]","[array([0.0086424 , 0.00831689])]","[array([-0.06975074, -0.06644366])]","[array([0.64967407, 0.57097532])]","[array([0.05415941, 0.06436223])]",1.4935388708515078,-20.10915121984161,None
e434.dat,"[0.1, 0.3]","[array([0.00908914, 0.00761232])]","[array([-0.09863654, -0.09954754])]","[array([0.69717409, 0.67248282])]","[array([0.01053221, 0.0927228 ])]",1.3750016392316637,-20.12892132462842,None
ui1720.dat,"[0.1, 0.3]","[array([0.00960371, 0.00937194])]","[array([-0.08948295, -0.08847472])]","[array([0.27008793, 0.25489029])]","[array([0.06074026, 0.07775019])]",1.9482707581352319,-20.133622971627574,None
goe405.dat,"[0.1, 0.3]","[array([0.01013157, 0.00809074])]","[array([-0.14682407, -0.14429159])]","[array([0.76098344, 0.70871656])]","[array([0.00505389, 0.0269282 ])]",1.540282112370314,-20.181792650628044,None
goe615.dat,"[0.1, 0.3]","[array([0.00914474, 0.0083513 ])]","[array([-0.11645135, -0.11380896])]","[array([0.68941697, 0.62125475])]","[array([0.01929221, 0.03805652])]",1.6040853633931855,-20.19379077337624,None
fx78k140a20.dat,"[0.1, 0.3]","[array([0.00931891, 0.00680102])]","[array([-0.08421985, -0.08924469])]","[array([0.68679234, 0.67628232])]","[array([0.01706189, 0.41912643])]",1.2382985261374417,-20.20312743025587,None
goe446.dat,"[0.1, 0.3]","[array([0.00952841, 0.00847368])]","[array([-0.15603378, -0.15687291])]","[array([0.74391467, 0.70547651])]","[array([0.02267734, 0.0414499 ])]",1.6731121569741598,-20.226802825593936,None
nacam18.dat,"[0.1, 0.3]","[array([0.00855736, 0.00820635])]","[array([-0.02422218, -0.02522721])]","[array([0.55400685, 0.50817865])]","[array([0.05293047, 0.08845767])]",1.360036490636318,-20.23754330839979,None
goe238.dat,"[0.1, 0.3]","[array([0.0099252 , 0.00869761])]","[array([-0.07298135, -0.07206336])]","[array([0.55284442, 0.51615096])]","[array([0.01728275, 0.01776789])]",1.5231291078362859,-20.238624153648164,None
goe321.dat,"[0.1, 0.3]","[array([0.00980317, 0.0087495 ])]","[array([-0.06988565, -0.0704709 ])]","[array([0.57735471, 0.55304997])]","[array([0.012715  , 0.01933112])]",1.6764923184714813,-20.25508692623541,None
naca654421.dat,"[0.1, 0.3]","[array([0.00672224, 0.00691437])]","[array([-0.07468927, -0.0789511 ])]","[array([0.6245506 , 0.61002068])]","[array([0.58440076, 0.6113305 ])]",1.2223618838078973,-20.279626291224957,None
fx84w175.dat,"[0.1, 0.3]","[array([0.00827485, 0.0073261 ])]","[array([-0.10088503, -0.10280562])]","[array([0.652913  , 0.62304967])]","[array([0.1172665 , 0.29903781])]",1.4691227055543394,-20.300173000033325,None
goe257.dat,"[0.1, 0.3]","[array([0.00985144, 0.00854049])]","[array([-0.0691952 , -0.07090913])]","[array([0.65939824, 0.60408134])]","[array([0.00486223, 0.01253785])]",1.3694106462069222,-20.3009402511644,None
goe681.dat,"[0.1, 0.3]","[array([0.00828939, 0.007825  ])]","[array([-0.08903265, -0.0864301 ])]","[array([0.62647217, 0.56407976])]","[array([0.12008822, 0.21606418])]",1.5804135151828753,-20.305501701893796,None
e343.dat,"[0.1, 0.3]","[array([0.00953111, 0.00663092])]","[array([-0.01885602, -0.00349676])]","[array([0.43288183, 0.40013939])]","[array([0.02597863, 0.90626177])]",1.4392113940498104,-20.309402739969855,None
ah80140.dat,"[0.1, 0.3]","[array([0.00895926, 0.00840599])]","[array([-0.04591921, -0.04774115])]","[array([0.48490953, 0.4740494 ])]","[array([0.05559944, 0.13389308])]",1.5499886219106915,-20.350642728963166,None
daytonwright6.dat,"[0.1, 0.3]","[array([0.00862016, 0.00835107])]","[array([-0.0910602 , -0.08226871])]","[array([0.6345783 , 0.50700423])]","[array([0.04650926, 0.09345079])]",1.5217300505901563,-20.37886329569813,None
m18.dat,"[0.1, 0.3]","[array([0.00860465, 0.00826701])]","[array([-0.0244357 , -0.02538813])]","[array([0.54479663, 0.49843392])]","[array([0.05245111, 0.09039169])]",1.3647758909756682,-20.389148152102255,None
naca654421a05.dat,"[0.1, 0.3]","[array([0.00676887, 0.00691318])]","[array([-0.0566513 , -0.06038433])]","[array([0.60811344, 0.59763516])]","[array([0.581625  , 0.62868101])]",1.2181617883294777,-20.412024317863185,None
goe227.dat,"[0.1, 0.3]","[array([0.01008458, 0.00891572])]","[array([-0.21221676, -0.21597692])]","[array([0.73015019, 0.69642642])]","[array([0.03573778, 0.05150702])]",1.860181569112479,-20.41850085730025,None
goe300.dat,"[0.1, 0.3]","[array([0.01099248, 0.00894532])]","[array([-0.11449505, -0.11436886])]","[array([0.70925715, 0.62588599])]","[array([0.01584946, 0.02431297])]",1.7142146558661728,-20.43434172436081,None
naca634421.dat,"[0.1, 0.3]","[array([0.00708969, 0.00710505])]","[array([-0.0722134 , -0.07527953])]","[array([0.56489098, 0.54515015])]","[array([0.48012938, 0.51898475])]",1.3143886593845806,-20.449726054998393,None
marske5.dat,"[0.1, 0.3]","[array([0.00856833, 0.00748619])]","[array([0.02904461, 0.04324758])]","[array([0.21758993, 0.18936451])]","[array([0.42303405, 0.94885797])]",1.3041697163296737,-20.451209269219802,None
clarym18.dat,"[0.1, 0.3]","[array([0.00781934, 0.00748704])]","[array([-0.07993448, -0.0779129 ])]","[array([0.66691369, 0.59265055])]","[array([0.2219347 , 0.33288163])]",1.4815434504460387,-20.460073472302298,None
ls421mod.dat,"[0.1, 0.3]","[array([0.00716519, 0.00730032])]","[array([-0.08753029, -0.09339885])]","[array([0.59662396, 0.54922337])]","[array([0.52789858, 0.60768071])]",1.5045607796531788,-20.470410826995465,None
goe404.dat,"[0.1, 0.3]","[array([0.00901482, 0.0086792 ])]","[array([-0.08433462, -0.08318947])]","[array([0.57342547, 0.50657052])]","[array([0.05452014, 0.07021234])]",1.6236264325973164,-20.47953899030827,None
usa45m.dat,"[0.1, 0.3]","[array([0.00896707, 0.00807114])]","[array([-0.04172971, -0.04052442])]","[array([0.45655747, 0.38970546])]","[array([0.01863771, 0.19183055])]",1.3192099820016572,-20.483934952350545,None
goe336.dat,"[0.1, 0.3]","[array([0.01009103, 0.00857518])]","[array([-0.0713674 , -0.06945965])]","[array([0.58856344, 0.54818742])]","[array([0.01300987, 0.02371661])]",1.4945707554460559,-20.48599731171521,None
goe692.dat,"[0.1, 0.3]","[array([0.00837027, 0.00796479])]","[array([-0.12311494, -0.12329898])]","[array([0.71448749, 0.66841675])]","[array([0.09155309, 0.14401071])]",1.5502529060586312,-20.487804219065147,None
rhodesg36.dat,"[0.1, 0.3]","[array([0.00862998, 0.0083574 ])]","[array([-0.0975154 , -0.09687685])]","[array([0.64129903, 0.57224048])]","[array([0.07876814, 0.09897404])]",1.706222760966032,-20.549971979903525,None
goe425.dat,"[0.1, 0.3]","[array([0.00915235, 0.00768599])]","[array([-0.08084421, -0.08176514])]","[array([0.55264384, 0.52533427])]","[array([0.04583812, 0.25975422])]",1.5787947330132577,-20.557246529015398,None
goe332.dat,"[0.1, 0.3]","[array([0.01001493, 0.00886911])]","[array([-0.14680364, -0.14685744])]","[array([0.71232653, 0.66224604])]","[array([0.01626515, 0.02370931])]",1.7217662089432637,-20.570152797088394,None
e591.dat,"[0.1, 0.3]","[array([0.00992429, 0.00894037])]","[array([-0.19888099, -0.19783298])]","[array([0.78781438, 0.69889457])]","[array([0.0149249 , 0.02145711])]",1.8871609156858453,-20.59567601845918,None
e479.dat,"[0.1, 0.3]","[array([0.00747485, 0.00772382])]","[array([0.00026851, 0.00126706])]","[array([0.36807055, 0.3159223 ])]","[array([0.44595926, 0.51682458])]",1.2334776336315962,-20.606397108972384,None
goe319.dat,"[0.1, 0.3]","[array([0.01034786, 0.00878996])]","[array([-0.08741076, -0.08631646])]","[array([0.65158722, 0.59741605])]","[array([0.02074821, 0.01667953])]",1.661934408281463,-20.61939248568674,None
nlr7301.dat,"[0.1, 0.3]","[array([0.00588173, 0.00938052])]","[array([-0.07530496, -0.07314334])]","[array([0.74528092, 0.12769871])]","[array([0.55839951, 0.61013505])]",1.3400443869720182,-20.63920752868513,None
la2573a.dat,"[0.1, 0.3]","[array([0.00900487, 0.00762888])]","[array([0.02039516, 0.01941759])]","[array([0.38392386, 0.37714645])]","[array([0.06149534, 0.48781817])]",1.300619238676268,-20.65846027801407,None
e662.dat,"[0.1, 0.3]","[array([0.00908977, 0.00742386])]","[array([-0.13751994, -0.14115676])]","[array([0.77959689, 0.76458688])]","[array([0.02586848, 0.18932536])]",1.3582305090297635,-20.6665112044172,None
naca644421.dat,"[0.1, 0.3]","[array([0.00701669, 0.00713057])]","[array([-0.07336938, -0.07667982])]","[array([0.56890174, 0.55061159])]","[array([0.5062918 , 0.54413689])]",1.266550294998257,-20.669393686772274,None
sc1012r8.dat,"[0.1, 0.3]","[array([0.00873385, 0.00889004])]","[array([-0.02725912, -0.02838746])]","[array([0.50542422, 0.31068129])]","[array([0.04070541, 0.18535584])]",1.5682433201293682,-20.7060262050041,None
e342.dat,"[0.1, 0.3]","[array([0.009236  , 0.00712378])]","[array([-0.00136761,  0.01505709])]","[array([0.41812776, 0.38412596])]","[array([0.08004477, 0.91515553])]",1.3977318468947215,-20.72101824766404,None
usa29.dat,"[0.1, 0.3]","[array([0.00856988, 0.00789094])]","[array([-0.09768797, -0.09279627])]","[array([0.61971988, 0.55879689])]","[array([0.06406376, 0.21196304])]",1.2293181018890493,-20.735602170779096,None
e431.dat,"[0.1, 0.3]","[array([0.00915125, 0.00763559])]","[array([-0.12214332, -0.12484253])]","[array([0.71641661, 0.69064554])]","[array([0.01375497, 0.13066734])]",1.427012188150189,-20.74463682083054,None
goe535.dat,"[0.1, 0.3]","[array([0.00916317, 0.00890408])]","[array([-0.13903295, -0.13714717])]","[array([0.60087145, 0.52638877])]","[array([0.07316772, 0.08104021])]",1.7633679562240892,-20.75024739119155,None
e435.dat,"[0.1, 0.3]","[array([0.00934148, 0.00760012])]","[array([-0.1491231 , -0.15417276])]","[array([0.73369218, 0.70918599])]","[array([0.01462401, 0.13633495])]",1.5135956637912646,-20.75146940001389,None
goe167.dat,"[0.1, 0.3]","[array([0.00970902, 0.00876892])]","[array([-0.07597316, -0.07789852])]","[array([0.56537828, 0.52743352])]","[array([0.0050213 , 0.01780111])]",1.4270717419229793,-20.765547204080796,None
naca001066.dat,"[0.1, 0.3]","[array([0.00601643, 0.01015744])]","[array([-0.00607696,  0.00894556])]","[array([0.90762323, 0.14941346])]","[array([0.90838571, 0.92589433])]",0.9966182568055008,-20.77547554026802,None
goe702.dat,"[0.1, 0.3]","[array([0.00868642, 0.00845059])]","[array([-0.06403002, -0.06356479])]","[array([0.49467101, 0.45369452])]","[array([0.1034847, 0.1731667])]",1.6705144109631416,-20.79721264887544,None
ah94145.dat,"[0.1, 0.3]","[array([0.0093297 , 0.00846984])]","[array([-0.12584815, -0.1292479 ])]","[array([0.6479757 , 0.63698618])]","[array([0.02154123, 0.04786719])]",1.6176746741903005,-20.8749397230888,None
lnv109a.dat,"[0.1, 0.3]","[array([0.01012062, 0.00943077])]","[array([-0.05369993, -0.05253684])]","[array([0.40373519, 0.39353159])]","[array([0.04227816, 0.04578716])]",1.8223547578815122,-20.879458186098024,None
fx76mp160.dat,"[0.1, 0.3]","[array([0.00934724, 0.00837774])]","[array([-0.17631906, -0.17937068])]","[array([0.73669086, 0.7251826 ])]","[array([0.05149686, 0.07558699])]",1.7301736042045543,-20.949606783110823,None
e657.dat,"[0.1, 0.3]","[array([0.00930013, 0.00749522])]","[array([-0.12457438, -0.1276053 ])]","[array([0.71001188, 0.69572509])]","[array([0.01907033, 0.20313473])]",1.4379606270915237,-20.96773186410124,None
goe769.dat,"[0.1, 0.3]","[array([0.009246  , 0.00894063])]","[array([-0.0647534 , -0.06210043])]","[array([0.47869669, 0.40593575])]","[array([0.04308255, 0.06165203])]",1.651363393928642,-20.979341802298332,None
naca0018.dat,"[0.1, 0.3]","[array([0.00701829, 0.00722892])]","[array([0.00051187, 0.00150047])]","[array([0.47503958, 0.37730021])]","[array([0.58446395, 0.70722917])]",1.186538005468504,-20.98749762697951,None
e585.dat,"[0.1, 0.3]","[array([0.00929014, 0.00783257])]","[array([-0.11987487, -0.12192674])]","[array([0.71590237, 0.69034802])]","[array([0.01165566, 0.08518761])]",1.4115647359332355,-20.99636309148708,None
goe255.dat,"[0.1, 0.3]","[array([0.00820089, 0.00782442])]","[array([-0.11278859, -0.11427809])]","[array([0.61165715, 0.58413021])]","[array([0.2528413 , 0.34379333])]",1.549612785039296,-20.99942139335858,None
e857.dat,"[0.1, 0.3]","[array([0.00789333, 0.0079727 ])]","[array([-0.12225218, -0.12025479])]","[array([0.52584077, 0.48899481])]","[array([0.33996596, 0.40514919])]",1.6268057672302707,-21.004600911852442,None
oaf139.dat,"[0.1, 0.3]","[array([0.00810931, 0.0084657 ])]","[array([0.03636953, 0.03440089])]","[array([0.26950889, 0.19949617])]","[array([0.53037091, 0.63296654])]",1.2776056572686958,-21.00783804133009,None
goe406.dat,"[0.1, 0.3]","[array([0.00995728, 0.00867818])]","[array([-0.09390926, -0.08867345])]","[array([0.66973104, 0.63134579])]","[array([0.02358447, 0.0258354 ])]",1.6256501348610375,-21.025101583327622,None
fx67k170.dat,"[0.1, 0.3]","[array([0.00976592, 0.00656178])]","[array([-0.10150781, -0.09874274])]","[array([0.68020422, 0.66777247])]","[array([0.00496124, 0.52808675])]",1.3987517439751254,-21.037730129241723,None
naca23018.dat,"[0.1, 0.3]","[array([0.00715667, 0.00735385])]","[array([-0.00467858, -0.00377915])]","[array([0.44345828, 0.35214605])]","[array([0.58592043, 0.72496288])]",1.263481193361143,-21.0392209620117,None
ist-mt1-21.dat,"[0.1, 0.3]","[array([0.00898118, 0.00901905])]","[array([-0.20227605, -0.20487818])]","[array([0.50571655, 0.4909349 ])]","[array([0.27502362, 0.29948783])]",2.0046132198910382,-21.087702362116225,None
e678.dat,"[0.1, 0.3]","[array([0.00949702, 0.00798613])]","[array([-0.18752124, -0.18637469])]","[array([0.89230242, 0.82736145])]","[array([0.01795558, 0.02946534])]",1.4596890856493496,-21.09727753668381,None
goe288.dat,"[0.1, 0.3]","[array([0.00930596, 0.0084464 ])]","[array([-0.13184013, -0.13378236])]","[array([0.57930562, 0.5404829 ])]","[array([0.07625363, 0.17096498])]",1.8158407056753456,-21.09765366878969,None
goe624.dat,"[0.1, 0.3]","[array([0.00890892, 0.00833931])]","[array([-0.09461774, -0.09572563])]","[array([0.61526394, 0.56883601])]","[array([0.06436223, 0.10844527])]",1.6427871616658287,-21.10341322059928,None
naca634221.dat,"[0.1, 0.3]","[array([0.00701584, 0.00708175])]","[array([-0.03685167, -0.03991823])]","[array([0.5458865 , 0.52315418])]","[array([0.52131723, 0.55016424])]",1.1668761672812313,-21.10813011154205,None
e1210.dat,"[0.1, 0.3]","[array([0.00915912, 0.00884448])]","[array([-0.09429361, -0.0925786 ])]","[array([0.46609242, 0.42042209])]","[array([0.07213574, 0.10734813])]",1.7445610326408778,-21.11036248980774,None
naca664221.dat,"[0.1, 0.3]","[array([0.00674061, 0.00673307])]","[array([-0.03856216, -0.04253756])]","[array([0.71359813, 0.70048335])]","[array([0.70447899, 0.71765771])]",1.0626962532972848,-21.115218957984386,None
mue139.dat,"[0.1, 0.3]","[array([0.00918399, 0.0089994 ])]","[array([-0.0654198 , -0.06248436])]","[array([0.45830029, 0.38860301])]","[array([0.05943151, 0.07520894])]",1.6549443234758778,-21.135598366528455,None
goe632.dat,"[0.1, 0.3]","[array([0.00872168, 0.00779321])]","[array([-0.04884912, -0.04212809])]","[array([0.58690208, 0.5407557 ])]","[array([0.04346074, 0.21059582])]",1.3051730669742394,-21.136045097957748,None
goe797.dat,"[0.1, 0.3]","[array([0.00867343, 0.00827234])]","[array([-0.11086008, -0.11263868])]","[array([0.68735725, 0.65431493])]","[array([0.09343798, 0.1346784 ])]",1.5796162536411398,-21.171673129524446,None
naca654221.dat,"[0.1, 0.3]","[array([0.00681198, 0.00688465])]","[array([-0.03840839, -0.04246903])]","[array([0.61469521, 0.59766435])]","[array([0.60536991, 0.6233654 ])]",1.054627169600581,-21.221618478064986,None
e432.dat,"[0.1, 0.3]","[array([0.00935564, 0.00768261])]","[array([-0.10902684, -0.11218073])]","[array([0.62319148, 0.59498298])]","[array([0.02012357, 0.21037259])]",1.5024512812749884,-21.235117750118143,None
goe256.dat,"[0.1, 0.3]","[array([0.00874736, 0.00811227])]","[array([-0.09833455, -0.09704999])]","[array([0.71318197, 0.6662613 ])]","[array([0.0564546 , 0.07626974])]",1.527241340197483,-21.260612988645,None
nlf1015.dat,"[0.1, 0.3]","[array([0.00935984, 0.00794334])]","[array([-0.17623503, -0.18018868])]","[array([0.78626592, 0.7639067 ])]","[array([0.01571024, 0.0716298 ])]",1.381658065138772,-21.333131502253615,None
usa27m2.dat,"[0.1, 0.3]","[array([0.00911571, 0.00857974])]","[array([-0.09837412, -0.08850091])]","[array([0.74432218, 0.58005514])]","[array([0.02275942, 0.03481131])]",1.499975543646257,-21.385782241828466,None
n66021.dat,"[0.1, 0.3]","[array([0.00672498, 0.0066111 ])]","[array([-0.00182144, -0.00621583])]","[array([0.70264893, 0.6886491 ])]","[array([0.7162948 , 0.73011852])]",0.977880735470233,-21.387414288383724,None
