parameter_value,m2_score,m3_score
2.0,,11.333369577427135
2.166666666666667,,11.636978928163414
2.3333333333333335,,11.940588278899693
2.5,,12.24419762963597
2.6666666666666665,,12.547806980372247
2.833333333333333,,12.851416331108526
3.0,,13.155025681844805
